,Id_пассажира,Выжил,Класс_пассажира,Пол,Год_рождения,Заработок,Номер_каюты
446,447,1,2,female,1899.0,19.5,C23
447,448,1,1,male,1878.0,26.55,C23
448,449,1,3,female,1907.0,19.2583,C23
449,450,1,1,male,1860.0,30.5,C104
450,451,0,2,male,1876.0,27.75,C23
451,452,0,3,male,1882.0,19.9667,C23
452,453,0,1,male,1882.0,27.75,C111
453,454,1,1,male,1863.0,89.1042,C92
454,455,0,3,male,1882.0,8.05,C23
455,456,1,3,male,1883.0,7.8958,C23
456,457,0,1,male,1847.0,26.55,E38
457,458,1,1,female,1882.0,51.8625,D21
458,459,1,2,female,1862.0,10.5,C23
459,460,0,3,male,1882.0,7.75,C23
460,461,1,1,male,1864.0,26.55,E12
461,462,0,3,male,1878.0,8.05,C23
462,463,0,1,male,1865.0,38.5,E63
463,464,0,2,male,1864.0,13.0,C23
464,465,0,3,male,1882.0,8.05,C23
465,466,0,3,male,1874.0,7.05,C23
466,467,0,2,male,1882.0,0.0,C23
467,468,0,1,male,1856.0,26.55,C23
468,469,0,3,male,1882.0,7.725,C23
469,470,1,3,female,1911.25,19.2583,C23
470,471,0,3,male,1882.0,7.25,C23
471,472,0,3,male,1874.0,8.6625,C23
472,473,1,2,female,1879.0,27.75,C23
473,474,1,2,female,1889.0,13.7917,D
474,475,0,3,female,1890.0,9.8375,C23
475,476,0,1,male,1882.0,52.0,A14
476,477,0,2,male,1878.0,21.0,C23
477,478,0,3,male,1883.0,7.0458,C23
478,479,0,3,male,1890.0,7.5208,C23
479,480,1,3,female,1910.0,12.2875,C23
480,481,0,3,male,1903.0,46.9,C23
481,482,0,2,male,1882.0,0.0,C23
482,483,0,3,male,1862.0,8.05,C23
483,484,1,3,female,1849.0,9.5875,C23
484,485,1,1,male,1887.0,91.0792,B49
485,486,0,3,female,1882.0,25.4667,C23
486,487,1,1,female,1877.0,90.0,C93
487,488,0,1,male,1854.0,29.7,B37
488,489,0,3,male,1882.0,8.05,C23
489,490,1,3,male,1903.0,15.9,C23
490,491,0,3,male,1882.0,19.9667,C23
491,492,0,3,male,1891.0,7.25,C23
492,493,0,1,male,1857.0,30.5,C30
493,494,0,1,male,1841.0,49.5042,C23
494,495,0,3,male,1891.0,8.05,C23
495,496,0,3,male,1882.0,14.4583,C23
496,497,1,1,female,1858.0,78.2667,D20
497,498,0,3,male,1882.0,15.1,C23
498,499,0,1,female,1887.0,151.55,C22 C26
499,500,0,3,male,1888.0,7.7958,C23
500,501,0,3,male,1895.0,8.6625,C23
501,502,0,3,female,1891.0,7.75,C23
502,503,0,3,female,1882.0,7.6292,C23
503,504,0,3,female,1875.0,9.5875,C23
504,505,1,1,female,1896.0,86.5,B79
505,506,0,1,male,1894.0,108.9,C65
506,507,1,2,female,1879.0,26.0,C23
507,508,1,1,male,1882.0,26.55,C23
508,509,0,3,male,1884.0,22.525,C23
509,510,1,3,male,1886.0,56.4958,C23
510,511,1,3,male,1883.0,7.75,C23
511,512,0,3,male,1882.0,8.05,C23
512,513,1,1,male,1876.0,26.2875,E25
513,514,1,1,female,1858.0,59.4,C23
514,515,0,3,male,1888.0,7.4958,C23
515,516,0,1,male,1865.0,34.0208,D46
516,517,1,2,female,1878.0,10.5,F33
517,518,0,3,male,1882.0,24.15,C23
518,519,1,2,female,1876.0,26.0,C23
519,520,0,3,male,1880.0,7.8958,C23
520,521,1,1,female,1882.0,93.5,B73
521,522,0,3,male,1890.0,7.8958,C23
522,523,0,3,male,1882.0,7.225,C23
523,524,1,1,female,1868.0,57.9792,B18
524,525,0,3,male,1882.0,7.2292,C23
525,526,0,3,male,1871.5,7.75,C23
526,527,1,2,female,1862.0,10.5,C23
527,528,0,1,male,1882.0,221.7792,C95
528,529,0,3,male,1873.0,7.925,C23
529,530,0,2,male,1889.0,11.5,C23
530,531,1,2,female,1910.0,26.0,C23
531,532,0,3,male,1882.0,7.2292,C23
532,533,0,3,male,1895.0,7.2292,C23
533,534,1,3,female,1882.0,22.3583,C23
534,535,0,3,female,1882.0,8.6625,C23
535,536,1,2,female,1905.0,26.25,C23
536,537,0,1,male,1867.0,26.55,B38
537,538,1,1,female,1882.0,106.425,C23
538,539,0,3,male,1882.0,14.5,C23
539,540,1,1,female,1890.0,49.5,B39
540,541,1,1,female,1876.0,71.0,B22
541,542,0,3,female,1903.0,31.275,C23
542,543,0,3,female,1901.0,31.275,C23
543,544,1,2,male,1880.0,26.0,C23
544,545,0,1,male,1862.0,106.425,C86
545,546,0,1,male,1848.0,26.0,C23
546,547,1,2,female,1893.0,26.0,C23
547,548,1,2,male,1882.0,13.8625,C23
548,549,0,3,male,1879.0,20.525,C23
549,550,1,2,male,1904.0,36.75,C23
550,551,1,1,male,1895.0,110.8833,C70
551,552,0,2,male,1885.0,26.0,C23
552,553,0,3,male,1882.0,7.8292,C23
553,554,1,3,male,1890.0,7.225,C23
554,555,1,3,female,1890.0,7.775,C23
555,556,0,1,male,1850.0,26.55,C23
556,557,1,1,female,1864.0,39.6,A16
557,558,0,1,male,1882.0,227.525,C23
558,559,1,1,female,1873.0,79.65,E67
559,560,1,3,female,1876.0,17.4,C23
560,561,0,3,male,1882.0,7.75,C23
561,562,0,3,male,1872.0,7.8958,C23
562,563,0,2,male,1884.0,13.5,C23
563,564,0,3,male,1882.0,8.05,C23
564,565,0,3,female,1882.0,8.05,C23
565,566,0,3,male,1888.0,24.15,C23
566,567,0,3,male,1893.0,7.8958,C23
567,568,0,3,female,1883.0,21.075,C23
568,569,0,3,male,1882.0,7.2292,C23
569,570,1,3,male,1880.0,7.8542,C23
570,571,1,2,male,1850.0,10.5,C23
571,572,1,1,female,1859.0,51.4792,C101
572,573,1,1,male,1876.0,26.3875,E25
573,574,1,3,female,1882.0,7.75,C23
574,575,0,3,male,1896.0,8.05,C23
575,576,0,3,male,1893.0,14.5,C23
576,577,1,2,female,1878.0,13.0,C23
577,578,1,1,female,1873.0,55.9,E44
578,579,0,3,female,1882.0,14.4583,C23
579,580,1,3,male,1880.0,7.925,C23
580,581,1,2,female,1887.0,30.0,C23
581,582,1,1,female,1873.0,110.8833,C68
582,583,0,2,male,1858.0,26.0,C23
583,584,0,1,male,1876.0,40.125,A10
584,585,0,3,male,1882.0,8.7125,C23
585,586,1,1,female,1894.0,79.65,E68
586,587,0,2,male,1865.0,15.0,C23
587,588,1,1,male,1852.0,79.2,B41
588,589,0,3,male,1890.0,8.05,C23
589,590,0,3,male,1882.0,8.05,C23
590,591,0,3,male,1877.0,7.125,C23
591,592,1,1,female,1860.0,78.2667,D20
592,593,0,3,male,1865.0,7.25,C23
593,594,0,3,female,1882.0,7.75,C23
594,595,0,2,male,1875.0,26.0,C23
595,596,0,3,male,1876.0,24.15,C23
596,597,1,2,female,1882.0,33.0,C23
597,598,0,3,male,1863.0,0.0,C23
598,599,0,3,male,1882.0,7.225,C23
599,600,1,1,male,1863.0,56.9292,A20
600,601,1,2,female,1888.0,27.0,C23
601,602,0,3,male,1882.0,7.8958,C23
602,603,0,1,male,1882.0,42.4,C23
603,604,0,3,male,1868.0,8.05,C23
604,605,1,1,male,1877.0,26.55,C23
605,606,0,3,male,1876.0,15.55,C23
606,607,0,3,male,1882.0,7.8958,C23
607,608,1,1,male,1885.0,30.5,C23
608,609,1,2,female,1890.0,41.5792,C23
609,610,1,1,female,1872.0,153.4625,C125
610,611,0,3,female,1873.0,31.275,C23
611,612,0,3,male,1882.0,7.05,C23
612,613,1,3,female,1882.0,15.5,C23
613,614,0,3,male,1882.0,7.75,C23
614,615,0,3,male,1877.0,8.05,C23
615,616,1,2,female,1888.0,65.0,C23
616,617,0,3,male,1878.0,14.4,C23
617,618,0,3,female,1886.0,16.1,C23
618,619,1,2,female,1908.0,39.0,F4
619,620,0,2,male,1886.0,10.5,C23
620,621,0,3,male,1885.0,14.4542,C23
621,622,1,1,male,1870.0,52.5542,D19
622,623,1,3,male,1892.0,15.7417,C23
623,624,0,3,male,1891.0,7.8542,C23
624,625,0,3,male,1891.0,16.1,C23
625,626,0,1,male,1851.0,32.3208,D50
626,627,0,2,male,1855.0,12.35,C23
627,628,1,1,female,1891.0,77.9583,D9
628,629,0,3,male,1886.0,7.8958,C23
629,630,0,3,male,1882.0,7.7333,C23
630,631,1,1,male,1832.0,30.0,A23
631,632,0,3,male,1861.0,7.0542,C23
632,633,1,1,male,1880.0,30.5,B50
633,634,0,1,male,1882.0,0.0,C23
634,635,0,3,female,1903.0,27.9,C23
635,636,1,2,female,1884.0,13.0,C23
636,637,0,3,male,1880.0,7.925,C23
637,638,0,2,male,1881.0,26.25,C23
638,639,0,3,female,1871.0,39.6875,C23
639,640,0,3,male,1882.0,16.1,C23
640,641,0,3,male,1892.0,7.8542,C23
641,642,1,1,female,1888.0,69.3,B35
642,643,0,3,female,1910.0,27.9,C23
643,644,1,3,male,1882.0,56.4958,C23
644,645,1,3,female,1911.25,19.2583,C23
645,646,1,1,male,1864.0,76.7292,D33
646,647,0,3,male,1893.0,7.8958,C23
647,648,1,1,male,1856.0,35.5,A26
648,649,0,3,male,1882.0,7.55,C23
649,650,1,3,female,1889.0,7.55,C23
650,651,0,3,male,1882.0,7.8958,C23
651,652,1,2,female,1894.0,23.0,C23
652,653,0,3,male,1891.0,8.4333,C23
653,654,1,3,female,1882.0,7.8292,C23
654,655,0,3,female,1894.0,6.75,C23
655,656,0,2,male,1888.0,73.5,C23
656,657,0,3,male,1882.0,7.8958,C23
657,658,0,3,female,1880.0,15.5,C23
658,659,0,2,male,1889.0,13.0,C23
659,660,0,1,male,1854.0,113.275,D48
660,661,1,1,male,1862.0,133.65,C23
661,662,0,3,male,1872.0,7.225,C23
662,663,0,1,male,1865.0,25.5875,E58
663,664,0,3,male,1876.0,7.4958,C23
664,665,1,3,male,1892.0,7.925,C23
665,666,0,2,male,1880.0,73.5,C23
666,667,0,2,male,1887.0,13.0,C23
667,668,0,3,male,1882.0,7.775,C23
668,669,0,3,male,1869.0,8.05,C23
669,670,1,1,female,1882.0,52.0,C126
670,671,1,2,female,1872.0,39.0,C23
671,672,0,1,male,1881.0,52.0,B71
672,673,0,2,male,1842.0,10.5,C23
673,674,1,2,male,1881.0,13.0,C23
674,675,0,2,male,1882.0,0.0,C23
675,676,0,3,male,1894.0,7.775,C23
676,677,0,3,male,1887.5,8.05,C23
677,678,1,3,female,1894.0,9.8417,C23
678,679,0,3,female,1869.0,46.9,C23
679,680,1,1,male,1876.0,512.3292,B51 B53 B55
680,681,0,3,female,1882.0,8.1375,C23
681,682,1,1,male,1885.0,76.7292,D49
682,683,0,3,male,1892.0,9.225,C23
683,684,0,3,male,1898.0,46.9,C23
684,685,0,2,male,1852.0,39.0,C23
685,686,0,2,male,1887.0,41.5792,C23
686,687,0,3,male,1898.0,39.6875,C23
687,688,0,3,male,1893.0,10.1708,C23
688,689,0,3,male,1894.0,7.7958,C23
689,690,1,1,female,1897.0,211.3375,B5
690,691,1,1,male,1881.0,57.0,B20
691,692,1,3,female,1908.0,13.4167,C23
692,693,1,3,male,1882.0,56.4958,C23
693,694,0,3,male,1887.0,7.225,C23
694,695,0,1,male,1852.0,26.55,C23
695,696,0,2,male,1860.0,13.5,C23
696,697,0,3,male,1868.0,8.05,C23
697,698,1,3,female,1882.0,7.7333,C23
698,699,0,1,male,1863.0,110.8833,C68
699,700,0,3,male,1870.0,7.65,F G63
700,701,1,1,female,1894.0,227.525,C62 C64
701,702,1,1,male,1877.0,26.2875,E24
702,703,0,3,female,1894.0,14.4542,C23
703,704,0,3,male,1887.0,7.7417,C23
704,705,0,3,male,1886.0,7.8542,C23
705,706,0,2,male,1873.0,26.0,C23
706,707,1,2,female,1867.0,13.5,C23
707,708,1,1,male,1870.0,26.2875,E24
708,709,1,1,female,1890.0,151.55,C23
709,710,1,3,male,1882.0,15.2458,C23
710,711,1,1,female,1888.0,49.5042,C90
711,712,0,1,male,1882.0,26.55,C124
712,713,1,1,male,1864.0,52.0,C126
713,714,0,3,male,1883.0,9.4833,C23
714,715,0,2,male,1860.0,13.0,C23
715,716,0,3,male,1893.0,7.65,F G73
716,717,1,1,female,1874.0,227.525,C45
717,718,1,2,female,1885.0,10.5,E101
718,719,0,3,male,1882.0,15.5,C23
719,720,0,3,male,1879.0,7.775,C23
720,721,1,2,female,1906.0,33.0,C23
721,722,0,3,male,1895.0,7.0542,C23
722,723,0,2,male,1878.0,13.0,C23
723,724,0,2,male,1862.0,13.0,C23
724,725,1,1,male,1885.0,53.1,E8
725,726,0,3,male,1892.0,8.6625,C23
726,727,1,2,female,1882.0,21.0,C23
727,728,1,3,female,1882.0,7.7375,C23
728,729,0,2,male,1887.0,26.0,C23
729,730,0,3,female,1887.0,7.925,C23
730,731,1,1,female,1883.0,211.3375,B5
731,732,0,3,male,1901.0,18.7875,C23
732,733,0,2,male,1882.0,0.0,C23
733,734,0,2,male,1889.0,13.0,C23
734,735,0,2,male,1889.0,13.0,C23
735,736,0,3,male,1883.5,16.1,C23
736,737,0,3,female,1864.0,34.375,C23
737,738,1,1,male,1877.0,512.3292,B101
738,739,0,3,male,1882.0,7.8958,C23
739,740,0,3,male,1882.0,7.8958,C23
740,741,1,1,male,1882.0,30.0,D45
741,742,0,1,male,1876.0,78.85,C46
742,743,1,1,female,1891.0,262.375,B57 B59 B63 B66
743,744,0,3,male,1888.0,16.1,C23
744,745,1,3,male,1881.0,7.925,C23
745,746,0,1,male,1842.0,71.0,B22
746,747,0,3,male,1896.0,20.25,C23
747,748,1,2,female,1882.0,13.0,C23
748,749,0,1,male,1893.0,53.1,D30
749,750,0,3,male,1881.0,7.75,C23
750,751,1,2,female,1908.0,23.0,C23
751,752,1,3,male,1906.0,12.475,E121
752,753,0,3,male,1879.0,9.5,C23
753,754,0,3,male,1889.0,7.8958,C23
754,755,1,2,female,1864.0,65.0,C23
755,756,1,2,male,1911.33,14.5,C23
756,757,0,3,male,1884.0,7.7958,C23
757,758,0,2,male,1894.0,11.5,C23
758,759,0,3,male,1878.0,8.05,C23
759,760,1,1,female,1879.0,86.5,B77
760,761,0,3,male,1882.0,14.5,C23
761,762,0,3,male,1871.0,7.125,C23
762,763,1,3,male,1892.0,7.2292,C23
763,764,1,1,female,1876.0,120.0,B96 B98
764,765,0,3,male,1896.0,7.775,C23
765,766,1,1,female,1861.0,77.9583,D11
766,767,0,1,male,1882.0,39.6,C23
767,768,0,3,female,1881.5,7.75,C23
768,769,0,3,male,1882.0,24.15,C23
769,770,0,3,male,1880.0,8.3625,C23
770,771,0,3,male,1888.0,9.5,C23
771,772,0,3,male,1864.0,7.8542,C23
772,773,0,2,female,1855.0,10.5,E77
773,774,0,3,male,1882.0,7.225,C23
774,775,1,2,female,1858.0,23.0,C23
775,776,0,3,male,1894.0,7.75,C23
776,777,0,3,male,1882.0,7.75,F38
777,778,1,3,female,1907.0,12.475,C23
778,779,0,3,male,1882.0,7.7375,C23
779,780,1,1,female,1869.0,211.3375,B3
780,781,1,3,female,1899.0,7.2292,C23
781,782,1,1,female,1895.0,57.0,B20
782,783,0,1,male,1883.0,30.0,D6
783,784,0,3,male,1882.0,23.45,C23
784,785,0,3,male,1887.0,7.05,C23
785,786,0,3,male,1887.0,7.25,C23
786,787,1,3,female,1894.0,7.4958,C23
787,788,0,3,male,1904.0,29.125,C23
788,789,1,3,male,1911.0,20.575,C23
789,790,0,1,male,1866.0,79.2,B82 B84
790,791,0,3,male,1882.0,7.75,C23
791,792,0,2,male,1896.0,26.0,C23
792,793,0,3,female,1882.0,69.55,C23
793,794,0,1,male,1882.0,30.6958,C23
794,795,0,3,male,1887.0,7.8958,C23
795,796,0,2,male,1873.0,13.0,C23
796,797,1,1,female,1863.0,25.9292,D17
797,798,1,3,female,1881.0,8.6833,C23
798,799,0,3,male,1882.0,7.2292,C23
799,800,0,3,female,1882.0,24.15,C23
800,801,0,2,male,1878.0,13.0,C23
801,802,1,2,female,1881.0,26.25,C23
802,803,1,1,male,1901.0,120.0,B96 B98
803,804,1,3,male,1911.58,8.5167,C23
804,805,1,3,male,1885.0,6.975,C23
805,806,0,3,male,1881.0,7.775,C23
806,807,0,1,male,1873.0,0.0,A36
807,808,0,3,female,1894.0,7.775,C23
808,809,0,2,male,1873.0,13.0,C23
809,810,1,1,female,1879.0,53.1,E8
810,811,0,3,male,1886.0,7.8875,C23
811,812,0,3,male,1873.0,24.15,C23
812,813,0,2,male,1877.0,10.5,C23
813,814,0,3,female,1906.0,31.275,C23
814,815,0,3,male,1881.5,8.05,C23
815,816,0,1,male,1882.0,0.0,B102
816,817,0,3,female,1889.0,7.925,C23
817,818,0,2,male,1881.0,37.0042,C23
818,819,0,3,male,1869.0,6.45,C23
819,820,0,3,male,1902.0,27.9,C23
820,821,1,1,female,1860.0,93.5,B69
821,822,1,3,male,1885.0,8.6625,C23
822,823,0,1,male,1874.0,0.0,C23
823,824,1,3,female,1885.0,12.475,E121
824,825,0,3,male,1910.0,39.6875,C23
825,826,0,3,male,1882.0,6.95,C23
826,827,0,3,male,1882.0,56.4958,C23
827,828,1,2,male,1911.0,37.0042,C23
828,829,1,3,male,1882.0,7.75,C23
829,830,1,1,female,1850.0,80.0,B28
830,831,1,3,female,1897.0,14.4542,C23
831,832,1,2,male,1911.17,18.75,C23
832,833,0,3,male,1882.0,7.2292,C23
833,834,0,3,male,1889.0,7.8542,C23
834,835,0,3,male,1894.0,8.3,C23
835,836,1,1,female,1873.0,83.1583,E49
836,837,0,3,male,1891.0,8.6625,C23
837,838,0,3,male,1882.0,8.05,C23
838,839,1,3,male,1880.0,56.4958,C23
839,840,1,1,male,1882.0,29.7,C47
840,841,0,3,male,1892.0,7.925,C23
841,842,0,2,male,1896.0,10.5,C23
842,843,1,1,female,1882.0,31.0,C23
843,844,0,3,male,1877.5,6.4375,C23
844,845,0,3,male,1895.0,8.6625,C23
845,846,0,3,male,1870.0,7.55,C23
846,847,0,3,male,1882.0,69.55,C23
847,848,0,3,male,1877.0,7.8958,C23
848,849,0,2,male,1884.0,33.0,C23
849,850,1,1,female,1882.0,89.1042,C92
850,851,0,3,male,1908.0,31.275,C23
851,852,0,3,male,1838.0,7.775,C23
852,853,0,3,female,1903.0,15.2458,C23
853,854,1,1,female,1896.0,39.4,D28
854,855,0,2,female,1868.0,26.0,C23
855,856,1,3,female,1894.0,9.35,C23
856,857,1,1,female,1867.0,164.8667,C23
857,858,1,1,male,1861.0,26.55,E17
858,859,1,3,female,1888.0,19.2583,C23
859,860,0,3,male,1882.0,7.2292,C23
860,861,0,3,male,1871.0,14.1083,C23
861,862,0,2,male,1891.0,11.5,C23
862,863,1,1,female,1864.0,25.9292,D17
863,864,0,3,female,1882.0,69.55,C23
864,865,0,2,male,1888.0,13.0,C23
865,866,1,2,female,1870.0,13.0,C23
866,867,1,2,female,1885.0,13.8583,C23
867,868,0,1,male,1881.0,50.4958,A24
868,869,0,3,male,1882.0,9.5,C23
869,870,1,3,male,1908.0,11.1333,C23
870,871,0,3,male,1886.0,7.8958,C23
871,872,1,1,female,1865.0,52.5542,D35
872,873,0,1,male,1879.0,5.0,B51 B53 B55
873,874,0,3,male,1865.0,9.0,C23
874,875,1,2,female,1884.0,24.0,C23
875,876,1,3,female,1897.0,7.225,C23
876,877,0,3,male,1892.0,9.8458,C23
877,878,0,3,male,1893.0,7.8958,C23
878,879,0,3,male,1882.0,7.8958,C23
879,880,1,1,female,1856.0,83.1583,C50
880,881,1,2,female,1887.0,26.0,C23
881,882,0,3,male,1879.0,7.8958,C23
882,883,0,3,female,1890.0,10.5167,C23
883,884,0,2,male,1884.0,10.5,C23
884,885,0,3,male,1887.0,7.05,C23
885,886,0,3,female,1873.0,29.125,C23
886,887,0,2,male,1885.0,13.0,C23
887,888,1,1,female,1893.0,30.0,B42
888,889,0,3,female,1882.0,23.45,C23
889,890,1,1,male,1886.0,30.0,C148
890,891,0,3,male,1880.0,7.75,C23
